Year_Month,Card Type,Travel_Mode,Trip
Aug-20,Day Pass without SAF,Metro,5
Aug-22,Adult,Metro,680455
Jun-21,Day Pass without SAF,Metro,5
Aug-21,Day Pass without SAF,Metro,4
Jun-23,Concession,Bus,738771
Jun-23,Child/Youth,Bus,631376
Jan-22,Concession,Bus,332743
Nov-21,Concession,Bus,479864
May-19,Concession,Bus,1882427
Oct-18,Adult,Bus,15736379
Jul-18,Adult Single Bus Trip 3,Bus,21913
Jun-18,Adult Single Bus Trip 2,Bus,62524
Jun-18,Child/Youth Single Bus Trip 1,Bus,26701
Aug-17,Adult Single Bus Trip 1,Bus,152050
Dec-16,Adult Single Bus Trip 3,Bus,51178
Jan-22,Child/Youth,Bus,552340
Jan-21,Senior/Pensioner,Bus,2447119
Oct-20,Adult,Bus,6006332
Jul-20,Senior/Pensioner,Bus,2563464
Oct-19,Adult Single Bus Trip 3,Bus,8464
May-19,Child/Youth Single Bus Trip 3,Bus,3968
May-18,Child/Youth Single Bus Trip 2,Bus,19692
Aug-17,Child/Youth Single Bus Trip 1,Bus,37346
Mar-17,Adult Single Bus Trip 1,Bus,177223
Dec-16,Child/Youth,Bus,1311601
Dec-16,Free Travel,Bus,34095
Apr-24,CTP,Bus,6993228
Aug-20,Employee,Bus,51775
Feb-20,Child/Youth Single Bus Trip 2,Bus,7638
Dec-19,Child/Youth,Bus,1447321
Jul-19,Child/Youth,Bus,1578565
Mar-19,Adult Single Bus Trip 3,Bus,18478
Nov-18,Concession,Bus,1440331
Oct-18,Adult Single Bus Trip 3,Bus,21456
Jan-18,Free Travel,Bus,34628
Sep-24,Concession,Bus,1022087
Aug-23,CTP,Bus,6452578
Nov-22,Employee,Bus,60203
Mar-22,Adult,Bus,5275005
Jan-22,Senior/Pensioner,Bus,1915765
Dec-21,Child/Youth,Bus,637255
Jan-19,Child/Youth Single Bus Trip 3,Bus,9539
Oct-18,Free Travel,Bus,41366
Sep-18,Employee,Bus,81888
Jun-18,Adult,Bus,14071974
Feb-18,Adult Single Bus Trip 3,Bus,25901
Sep-17,Child/Youth Single Bus Trip 2,Bus,34037
Mar-17,Child/Youth Single Bus Trip 1,Bus,43347
Jul-19,Adult Single Bus Trip 3,Bus,11597
Jul-19,Adult Single Bus Trip 1,Bus,87764
May-19,Adult Single Bus Trip 1,Bus,93036
Oct-17,Child/Youth Single Bus Trip 1,Bus,42773
Sep-17,Senior/Pensioner,Bus,3987618
Feb-17,Child/Youth,Bus,1166175
Aug-16,Adult Single Bus Trip 1,Bus,213548
Jul-23,Adult,Bus,6954647
Sep-22,Child/Youth,Bus,623682
Oct-20,CTP,Bus,2395589
Jul-18,Free Travel,Bus,40049
Mar-17,Senior/Pensioner,Bus,4304384
May-23,Child/Youth,Bus,620035
Mar-22,Concession,Bus,896181
Dec-20,Concession,Bus,580697
Aug-16,Free Travel,Bus,32202
Mar-23,Employee,Bus,63019
Dec-22,School Student,Bus,609216
Mar-22,Free Travel,Bus,23571
Dec-21,Adult,Bus,4224733
Mar-17,Adult Single Bus Trip 2,Bus,109926
Nov-21,Free Travel,Bus,22062
Dec-19,Employee,Bus,89096
Apr-19,Child/Youth Single Bus Trip 1,Bus,27868
Aug-16,Adult,Bus,14080864
Jun-21,Adult Single Bus Trip 2,Bus,28
Jul-17,Adult,Bus,13625495
Feb-24,School Student,Bus,1528035
Jan-23,Senior/Pensioner,Bus,2864913
May-24,Employee,Bus,74651
Aug-22,Day Pass without SAF,Bus,787
Nov-20,Day Pass without SAF,Bus,563
Jul-19,Employee,Bus,95618
Dec-16,Child/Youth Single Bus Trip 3,Bus,15754
Apr-18,School Student,Bus,1243894
May-24,Senior/Pensioner,Bus,3364890
Aug-23,Free Travel,Bus,30404
Sep-23,Day Pass without SAF,Bus,1104
Feb-22,Employee,Bus,44817
Dec-19,Child/Youth Single Bus Trip 3,Bus,4314
Feb-19,Concession,Bus,1415444
Aug-22,CTP,Bus,4329612
Sep-20,Day Pass without SAF,Bus,436
Dec-17,School Student,Bus,926795
Aug-23,Employee,Bus,61504
Dec-17,Free Travel,Bus,35334
Dec-17,Adult,Bus,13321082
Aug-24,Adult,Bus,7133592
Jan-24,Employee,Bus,"56,115"
Dec-22,Concession,Bus,540844
May-17,Adult,Bus,14803185
Apr-24,Senior/Pensioner,Bus,3156444
May-23,Adult,Bus,7183054
Dec-20,Child/Youth,Bus,800460
Dec-23,Free Travel,Bus,27716
Dec-19,Free Travel,Bus,39503
Aug-18,Child/Youth,Bus,1210309
Dec-20,Employee,Bus,56361
Apr-19,Child/Youth,Bus,1449736
Jul-17,Employee,Bus,71153
Jun-17,Child/Youth,Bus,1066813
Aug-23,Day Pass without SAF,Bus,1072
Aug-24,Day Pass without SAF,Bus,1219
Mar-19,Adult Single Bus Trip 1,Bus,104426
Jul-17,Child/Youth Single Bus Trip 3,Bus,12555
Oct-19,Adult Single Bus Trip 2,Bus,35689
Mar-19,Adult,Bus,16865038
Aug-19,Adult,Bus,15900861
Jul-19,Free Travel,Bus,42759
Jul-18,Adult Single Bus Trip 2,Bus,71134
Feb-17,Adult,Bus,13182869
Feb-20,Adult Single Bus Trip 3,Bus,6781
Mar-21,Child/Youth,Bus,697395
Sep-19,Senior/Pensioner,Bus,4146158
Feb-21,Employee,Bus,55329
Jul-20,Adult Single Bus Trip 3,Bus,18
Jun-20,Concession,Bus,456231
May-17,School Student,Bus,3124770
Dec-17,Child/Youth Single Bus Trip 3,Bus,11737
Feb-24,Day Pass without SAF,Bus,1198
Oct-20,Employee,Bus,56430
Jul-20,Adult Single Bus Trip 1,Bus,142
Jun-20,Adult Single Bus Trip 2,Bus,61
Jul-22,Employee,Bus,51073
Feb-20,School Student,Bus,2961680
Dec-19,Senior/Pensioner,Bus,4182665
Sep-17,Employee,Bus,70403
Mar-22,Employee,Bus,52935
Apr-20,Child/Youth Single Bus Trip 3,Bus,7
Feb-23,Adult Single Bus Trip 1,Bus,123
May-24,Adult Single Bus Trip 2,Bus,56
Jul-18,Day Pass Child/Youth w/o SAF,Bus,10
Nov-18,Day Pass Child/Youth w/o SAF,Bus,25
Mar-23,Day Pass without SAF,Bus,828
Aug-19,Day Pass Child/Youth w/o SAF,Bus,113
Oct-20,Adult Single Bus Trip 1,Bus,107
May-18,Day Pass without SAF,Bus,206
Sep-24,Adult Single Bus Trip 3,Bus,32
Feb-22,Adult Single Bus Trip 1,Bus,73
Jun-21,Day Pass without SAF,Bus,595
Sep-24,Adult Single Bus Trip 2,Bus,82
Nov-23,Adult Single Bus Trip 3,Bus,29
Apr-23,Adult Single Bus Trip 1,Bus,136
Dec-22,Adult Single Bus Trip 1,Bus,89
Nov-21,Adult Single Bus Trip 1,Bus,93
Oct-23,Adult Single Bus Trip 2,Bus,48
Aug-20,Adult Single Bus Trip 3,Bus,22
Feb-24,Adult Single Bus Trip 2,Bus,49
Jun-22,Day Pass Child/Youth w/o SAF,Bus,15
Jun-21,Adult Single Bus Trip 1,Bus,66
Sep-23,Day Pass Child/Youth w/o SAF,Bus,35
Feb-21,Day Pass Child/Youth w/o SAF,Bus,15
Jul-22,On Demand,Bus,18983
Sep-18,On Demand,Bus,4679
Nov-20,Adult,Bus,6166389
Feb-20,CTP,Bus,2889541
Aug-22,Adult Single Bus Trip 2,Bus,52
Oct-21,Child/Youth Single Bus Trip 1,Bus,2
Jun-20,Child/Youth Single Bus Trip 3,Bus,4
May-21,Child/Youth Single Bus Trip 3,Bus,3
Apr-20,Child/Youth Single Bus Trip 2,Bus,15
Jul-23,Child/Youth Single Bus Trip 1,Bus,2
Sep-24,Day Pass Child/Youth w/o SAF,Bus,34
Feb-21,Child/Youth Single Bus Trip 1,Bus,3
Sep-18,Day Pass Child/Youth w/o SAF,Bus,7
May-23,Day Pass Child/Youth w/o SAF,Bus,42
Jun-21,Adult Single Bus Trip 3,Bus,13
Jun-18,Other,Bus,56620
Apr-20,Day Pass Child/Youth w/o SAF,Bus,6
Dec-23,On Demand,Bus,19650
Mar-22,On Demand,Bus,21147
Jul-21,Child/Youth Single Bus Trip 2,Bus,1
Feb-23,Child/Youth Single Bus Trip 1,Bus,3
Feb-19,On Demand,Bus,8098
Jul-21,Child/Youth Single Bus Trip 1,Bus,1
Jul-23,Child/Youth Single Bus Trip 2,Bus,2
Jan-22,On Demand,Bus,15290
Jul-16,Sgl Trip Ferry Child/Youth,Ferry,2547
Aug-16,Sgl Trip Ferry Child/Youth,Ferry,8103
Aug-16,Free Travel,Ferry,1728
Oct-16,School Student,Ferry,1594
Oct-16,Sgl Trip Ferry Child/Youth,Ferry,9442
Jan-17,Free Travel,Ferry,2234
Jan-17,Employee,Ferry,5959
Feb-17,Sgl Trip Ferry Child/Youth,Ferry,5700
Feb-17,Senior/Pensioner,Ferry,169864
Mar-17,Sgl Trip Ferry Adult,Ferry,55429
Mar-17,Senior/Pensioner,Ferry,169605
Mar-17,Sgl Trip Ferry Child/Youth,Ferry,6774
Apr-17,Senior/Pensioner,Ferry,193582
May-17,Sgl Trip Ferry Child/Youth,Ferry,5607
Jun-17,Child/Youth,Ferry,94767
Jul-17,Sgl Trip Ferry Adult,Ferry,55823
Aug-17,Employee,Ferry,4423
Nov-17,Concession,Ferry,24358
Dec-17,Child/Youth,Ferry,146402
Dec-17,Free Travel,Ferry,2099
Jan-18,Sgl Trip Ferry Adult,Ferry,79580
Feb-18,Free Travel,Ferry,2129
Feb-18,Sgl Trip Ferry Adult,Ferry,63773
Mar-18,Child/Youth,Ferry,77736
May-18,Child/Youth,Ferry,66680
Aug-18,Sgl Trip Ferry Child/Youth,Ferry,10037
Oct-18,Sgl Trip Ferry Child/Youth,Ferry,9845
Oct-18,Child/Youth,Ferry,91168
Dec-18,Sgl Trip Ferry Child/Youth,Ferry,16424
Dec-18,CTP,Ferry,45727
Feb-19,Sgl Trip Ferry Child/Youth,Ferry,6282
May-19,Sgl Trip Ferry Adult,Ferry,31501
Jul-19,CTP,Ferry,50349
Aug-19,Adult,Ferry,724780
Aug-19,Free Travel,Ferry,1954
Sep-19,Sgl Trip Ferry Child/Youth,Ferry,7458
Sep-19,CTP,Ferry,81461
Dec-19,Adult,Ferry,830422
Apr-20,Employee,Ferry,1112
Jul-20,Child/Youth,Ferry,48004
Aug-20,Free Travel,Ferry,939
Oct-20,Adult,Ferry,232826
Oct-20,Free Travel,Ferry,1425
Oct-20,School Student,Ferry,4702
Dec-20,Sgl Trip Ferry Adult,Ferry,5608
Jan-21,Sgl Trip Ferry Child/Youth,Ferry,4985
Mar-21,Senior/Pensioner,Ferry,133259
Mar-21,Sgl Trip Ferry Child/Youth,Ferry,3014
Jul-21,Senior/Pensioner,Ferry,17700
Aug-21,Sgl Trip Ferry Child/Youth,Ferry,148
Aug-21,Concession,Ferry,951
Sep-21,Sgl Trip Ferry Adult,Ferry,214
Nov-21,CTP,Ferry,145215
Apr-22,Concession,Ferry,18312
May-22,Free Travel,Ferry,1576
Jul-22,CTP,Ferry,289461
Aug-22,Concession,Ferry,16600
Sep-22,CTP,Ferry,369608
Oct-22,Sgl Trip Ferry Child/Youth,Ferry,12306
Nov-22,Adult,Ferry,371568
Nov-22,Free Travel,Ferry,1842
Dec-22,Employee,Ferry,4430
Dec-22,Adult,Ferry,429176
Jan-23,Sgl Trip Ferry Child/Youth,Ferry,27107
Jan-23,Employee,Ferry,5006
Feb-23,Concession,Ferry,16731
Feb-23,Sgl Trip Ferry Adult,Ferry,29743
Feb-23,Day Pass without SAF,Ferry,11
May-23,Child/Youth,Ferry,44247
Jun-23,Employee,Ferry,4629
Jun-23,Adult,Ferry,368793
Jul-23,School Student,Ferry,4909
Jul-23,Senior/Pensioner,Ferry,177909
Aug-23,School Student,Ferry,10774
Sep-23,Sgl Trip Ferry Adult,Ferry,29477
Jan-24,Sgl Trip Ferry Child/Youth,Ferry,29225
Jan-24,Sgl Trip Ferry Adult,Ferry,44639
Feb-24,School Student,Ferry,11140
Mar-24,Sgl Trip Ferry Adult,Ferry,35060
Mar-24,Free Travel,Ferry,1980
Apr-24,Sgl Trip Ferry Adult,Ferry,30098
Apr-24,Concession,Ferry,22520
May-24,Sgl Trip Ferry Adult,Ferry,18335
Jun-24,School Student,Ferry,9467
Jun-24,Adult,Ferry,333933
Jun-24,Employee,Ferry,4387
Jul-24,Senior/Pensioner,Ferry,170834
Jul-16,Employee,Ferry,5251
May-17,Free Travel,Ferry,2355
Jul-18,Child/Youth,Ferry,153090
Apr-19,Concession,Ferry,25473
Sep-19,Employee,Ferry,4019
Jul-20,School Student,Ferry,2989
Mar-23,Child/Youth,Ferry,47928
May-23,Concession,Ferry,17959
Dec-23,Free Travel,Ferry,1937
Mar-24,Adult,Ferry,476411
Nov-16,Sgl Trip Ferry Adult,Ferry,57975
Apr-17,Employee,Ferry,5172
Apr-18,CTP,Ferry,20559
Sep-18,Senior/Pensioner,Ferry,170563
Oct-19,Sgl Trip Ferry Child/Youth,Ferry,10120
Jan-20,Day Pass without SAF,Ferry,29
Mar-20,Senior/Pensioner,Ferry,95471
Jun-21,Adult,Ferry,185678
Feb-22,Sgl Trip Ferry Adult,Ferry,7854
Jul-21,Sgl Trip Ferry Child/Youth,Ferry,185
Sep-22,School Student,Ferry,7475
Jun-19,Senior/Pensioner,Ferry,178127
Feb-23,Free Travel,Ferry,1734
Sep-23,Day Pass Child/Youth w/o SAF,Ferry,288
Nov-17,CTP,Ferry,2019
May-18,School Student,Ferry,3347
Apr-19,Day Pass without SAF,Ferry,12
Oct-17,CTP,Ferry,2459
Apr-22,Day Pass without SAF,Ferry,28
Aug-19,Day Pass without SAF,Ferry,28
Jan-22,Day Pass without SAF,Ferry,8
Jun-17,School Student,Ferry,1764
Dec-22,School Student,Ferry,5633
Apr-23,Day Pass without SAF,Ferry,10
Jul-23,Day Pass without SAF,Ferry,14
Sep-23,School Student,Ferry,9030
Apr-17,School Student,Ferry,839
May-21,Day Pass without SAF,Ferry,38
Sep-19,Day Pass without SAF,Ferry,35
Nov-21,Day Pass without SAF,Ferry,2
Apr-22,Day Pass Child/Youth w/o SAF,Ferry,63
Jul-16,Concession,Light rail,27107
Aug-16,Adult,Light rail,626133
Aug-16,School Student,Light rail,4940
Aug-16,Concession,Light rail,31569
Oct-16,Child/Youth,Light rail,39224
Nov-16,Senior/Pensioner,Light rail,130118
Nov-16,Concession,Light rail,25699
Dec-16,Senior/Pensioner,Light rail,122012
Mar-17,Concession,Light rail,36897
Apr-17,Free Travel,Light rail,905
May-17,Sgl Trip LR Adult,Light rail,2535
Jun-17,Adult,Light rail,615981
Jul-17,Senior/Pensioner,Light rail,135655
Aug-17,Free Travel,Light rail,840
Sep-17,Sgl Trip LR Adult,Light rail,4194
Jan-18,Senior/Pensioner,Light rail,28435
Feb-18,Sgl Trip LR Child/Youth,Light rail,737
Jun-18,Concession,Light rail,32095
Jul-18,CTP,Light rail,9016
Jul-18,Child/Youth,Light rail,53864
Aug-18,Sgl Trip LR Child/Youth,Light rail,645
Aug-18,Free Travel,Light rail,912
Sep-18,Concession,Light rail,30445
Oct-18,Adult,Light rail,609091
Oct-18,Free Travel,Light rail,788
Nov-18,CTP,Light rail,12894
Nov-18,Sgl Trip LR Adult,Light rail,2752
Dec-18,CTP,Light rail,19441
Dec-18,Adult,Light rail,610683
Dec-18,Sgl Trip LR Adult,Light rail,3036
Dec-18,Free Travel,Light rail,858
Jan-19,Concession,Light rail,18357
Feb-19,Sgl Trip LR Child/Youth,Light rail,580
Feb-19,Employee,Light rail,1354
Mar-19,Concession,Light rail,43393
May-19,Employee,Light rail,1537
Jun-19,Senior/Pensioner,Light rail,161787
Sep-19,CTP,Light rail,47200
Sep-19,Concession,Light rail,34294
Nov-19,CTP,Light rail,98306
Jan-20,Employee,Light rail,3301
Feb-20,Child/Youth,Light rail,74902
Feb-20,Sgl Trip LR Adult,Light rail,7394
Mar-20,School Student,Light rail,35191
Mar-20,Day Pass without SAF,Light rail,20
Apr-20,Adult,Light rail,146481
Jun-20,Sgl Trip LR Adult,Light rail,762
Jun-20,Day Pass without SAF,Light rail,32
Jul-20,Sgl Trip LR Adult,Light rail,1077
Aug-20,Employee,Light rail,4067
Aug-20,Child/Youth,Light rail,27831
Sep-20,Senior/Pensioner,Light rail,153899
Sep-20,Day Pass without SAF,Light rail,13
Nov-20,Senior/Pensioner,Light rail,213033
Nov-20,Sgl Trip LR Child/Youth,Light rail,597
Dec-20,Senior/Pensioner,Light rail,216952
Dec-20,Employee,Light rail,6826
Jan-21,Adult,Light rail,627839
Feb-21,Employee,Light rail,5960
Feb-21,Day Pass without SAF,Light rail,21
Mar-21,School Student,Light rail,50776
Apr-21,Senior/Pensioner,Light rail,330539
May-21,Senior/Pensioner,Light rail,309228
Jun-21,Adult,Light rail,736205
Jul-21,Free Travel,Light rail,550
Jul-21,Concession,Light rail,14281
Aug-21,Concession,Light rail,9962
Nov-21,Employee,Light rail,4282
Nov-21,School Student,Light rail,25205
Dec-21,CTP,Light rail,403722
Dec-21,Sgl Trip LR Adult,Light rail,1140
Feb-22,Adult,Light rail,553409
Feb-22,CTP,Light rail,400830
Apr-22,Employee,Light rail,6552
Apr-22,Senior/Pensioner,Light rail,278917
Apr-22,Adult,Light rail,951394
May-22,Employee,Light rail,7314
May-22,Adult,Light rail,941120
Jun-22,Free Travel,Light rail,2926
Jul-22,Employee,Light rail,7201
Aug-22,School Student,Light rail,33868
Aug-22,Free Travel,Light rail,2619
Sep-22,Child/Youth,Light rail,91882
Oct-22,CTP,Light rail,920500
Dec-22,Sgl Trip LR Adult,Light rail,5591
Dec-22,Sgl Trip LR Child/Youth,Light rail,3115
Feb-23,CTP,Light rail,1117377
Feb-23,Child/Youth,Light rail,86549
Feb-23,Sgl Trip LR Child/Youth,Light rail,919
Mar-23,CTP,Light rail,1240900
Apr-23,CTP,Light rail,1001129
Apr-23,Free Travel,Light rail,2502
May-23,School Student,Light rail,45586
Jun-23,CTP,Light rail,1192649
Jul-23,Child/Youth,Light rail,134564
Jul-23,Concession,Light rail,235995
Jul-23,CTP,Light rail,1104264
Jul-23,Sgl Trip LR Child/Youth,Light rail,3125
Jul-23,Day Pass without SAF,Light rail,54
Aug-23,CTP,Light rail,1253138
Sep-23,Employee,Light rail,9270
Sep-23,Sgl Trip LR Adult,Light rail,4465
Sep-23,Adult,Light rail,1358618
Oct-23,Sgl Trip LR Adult,Light rail,4201
Nov-23,Senior/Pensioner,Light rail,395800
Dec-23,Free Travel,Light rail,3228
Dec-23,CTP,Light rail,1471476
Dec-23,Child/Youth,Light rail,150385
Jan-24,Adult,Light rail,1201688
Jan-24,Concession,Light rail,97896
Feb-24,Adult,Light rail,1336335
Mar-24,CTP,Light rail,1609425
Apr-24,Free Travel,Light rail,3227
Apr-24,Adult,Light rail,1221104
May-24,Employee,Light rail,10741
Oct-19,Day Pass without SAF,Light rail,20
Jan-21,Day Pass without SAF,Light rail,27
Nov-22,Concession,Light rail,183694
Jun-24,Day Pass Child/Youth w/o SAF,Light rail,2
Feb-19,Day Pass without SAF,Light rail,6
Oct-19,Day Pass Child/Youth w/o SAF,Light rail,13
Jan-21,School Student,Light rail,2499
Mar-21,Day Pass without SAF,Light rail,27
Jul-16,Employee,Light rail,2
Jan-22,Day Pass Child/Youth w/o SAF,Light rail,1
Aug-22,Day Pass Child/Youth w/o SAF,Light rail,5
Jul-16,Concession,Train,2105013
Aug-16,Free Travel,Train,30830
Oct-16,Senior/Pensioner,Train,2859632
Oct-16,Concession,Train,2065326
Feb-17,Concession,Train,1527275
Feb-17,Child/Youth,Train,977309
Feb-17,Employee,Train,287362
Mar-17,Sgl Trip Rail Child/Youth,Train,53604
Apr-17,Sgl Trip Rail Child/Youth,Train,75955
Jun-17,Free Travel,Train,31954
Oct-17,Sgl Trip Rail Adult,Train,351369
Oct-17,School Student,Train,824499
Nov-17,Sgl Trip Rail Child/Youth,Train,60053
Dec-17,Concession,Train,1406927
Jan-18,Concession,Train,1278438
Jan-18,Sgl Trip Rail Child/Youth,Train,88665
Feb-18,Sgl Trip Rail Adult,Train,314269
Mar-18,Sgl Trip Rail Child/Youth,Train,62376
Mar-18,Free Travel,Train,30090
Apr-18,Child/Youth,Train,1375098
Apr-18,Concession,Train,2206207
May-18,School Student,Train,1304566
Jun-18,Child/Youth,Train,1084919
Jun-18,Sgl Trip Rail Adult,Train,304921
Jul-18,Employee,Train,294039
Jul-18,School Student,Train,545831
Aug-18,Free Travel,Train,32190
Sep-18,Sgl Trip Rail Child/Youth,Train,53639
Oct-18,Concession,Train,2223132
Oct-18,Free Travel,Train,35210
Oct-18,Sgl Trip Rail Child/Youth,Train,62339
Nov-18,Employee,Train,319734
Dec-18,Free Travel,Train,29670
Dec-18,Employee,Train,272003
Dec-18,Day Pass without SAF,Train,366
Mar-19,School Student,Train,1321749
Apr-19,Free Travel,Train,31756
Apr-19,CTP,Train,710888
Apr-19,Day Pass without SAF,Train,658
May-19,School Student,Train,1461690
May-19,Sgl Trip Rail Child/Youth,Train,46316
May-19,Day Pass without SAF,Train,626
Jun-19,Senior/Pensioner,Train,2807164
Jun-19,CTP,Train,867911
Jun-19,Sgl Trip Rail Child/Youth,Train,53349
Jul-19,Sgl Trip Rail Adult,Train,212479
Jul-19,Employee,Train,351847
Jul-19,Child/Youth,Train,1380506
Aug-19,Concession,Train,2374111
Aug-19,Day Pass without SAF,Train,939
Sep-19,Sgl Trip Rail Child/Youth,Train,42711
Sep-19,Child/Youth,Train,958683
Dec-19,Sgl Trip Rail Child/Youth,Train,63435
Dec-19,Free Travel,Train,30754
Jan-20,Concession,Train,1177198
Jan-20,Adult,Train,20047422
Feb-20,Adult,Train,19921172
Mar-20,Senior/Pensioner,Train,1801124
Mar-20,Free Travel,Train,22363
Apr-20,Day Pass without SAF,Train,489
May-20,Adult,Train,6117204
May-20,Sgl Trip Rail Adult,Train,21690
May-20,Concession,Train,303299
Jun-20,Adult,Train,8357270
Jun-20,Free Travel,Train,14546
Jul-20,Child/Youth,Train,643641
Aug-20,Employee,Train,203844
Aug-20,Sgl Trip Rail Adult,Train,26791
Sep-20,CTP,Train,2433375
Sep-20,Sgl Trip Rail Child/Youth,Train,20973
Sep-20,Employee,Train,213889
Nov-20,CTP,Train,3065452
Dec-20,School Student,Train,429805
Mar-21,Free Travel,Train,23298
May-21,Sgl Trip Rail Adult,Train,66707
May-21,Concession,Train,1268868
Jul-21,Day Pass without SAF,Train,386
Aug-21,Senior/Pensioner,Train,419744
Aug-21,Sgl Trip Rail Adult,Train,7516
Sep-21,Child/Youth,Train,62255
Oct-21,Sgl Trip Rail Child/Youth,Train,16303
Oct-21,Employee,Train,116346
Dec-21,Sgl Trip Rail Child/Youth,Train,34888
Dec-21,Concession,Train,639846
Feb-22,School Student,Train,851333
Mar-22,Child/Youth,Train,420388
Apr-22,Senior/Pensioner,Train,1792395
Apr-22,Sgl Trip Rail Adult,Train,59034
Jun-22,Sgl Trip Rail Child/Youth,Train,53636
Jul-22,Concession,Train,821714
Jul-22,Sgl Trip Rail Adult,Train,78750
Aug-22,Adult,Train,8832790
Aug-22,Concession,Train,1138259
Sep-22,Concession,Train,1010931
Sep-22,Day Pass without SAF,Train,661
Oct-22,Employee,Train,132850
Dec-22,Senior/Pensioner,Train,2128260
Jan-23,Child/Youth,Train,967399
Feb-23,Free Travel,Train,21275
Mar-23,Child/Youth,Train,581902
Mar-23,Sgl Trip Rail Adult,Train,110408
May-23,Sgl Trip Rail Adult,Train,95421
Jun-23,Day Pass without SAF,Train,762
Jul-23,Child/Youth,Train,907208
Jul-23,Free Travel,Train,22258
Aug-23,Adult,Train,12120198
Sep-23,Child/Youth,Train,738875
Sep-23,Employee,Train,225478
Oct-23,Child/Youth,Train,705858
Oct-23,Employee,Train,233221
Nov-23,Concession,Train,1036134
Nov-23,CTP,Train,9333408
Mar-24,Day Pass without SAF,Train,914
Mar-24,Free Travel,Train,24443
May-24,Sgl Trip Rail Child/Youth,Train,37892
Jun-24,Senior/Pensioner,Train,2316168
Jun-24,Day Pass without SAF,Train,953
Aug-16,Adult,Train,24129963
Jun-18,Concession,Train,1925573
Sep-18,Day Pass without SAF,Train,319
Jan-19,Adult,Train,23174619
May-19,Child/Youth,Train,972256
Dec-19,Day Pass without SAF,Train,841
Nov-20,Day Pass without SAF,Train,522
Feb-23,Day Pass without SAF,Train,744
Jun-23,CTP,Train,8362292
Aug-23,Sgl Trip Rail Adult,Train,98722
Feb-24,Senior/Pensioner,Train,2316008
Sep-17,Child/Youth,Train,1219264
Sep-16,Concession,Train,2131790
Jan-23,Day Pass Child/Youth w/o SAF,Train,17
Dec-22,Day Pass Child/Youth w/o SAF,Train,90
Oct-23,Day Pass Child/Youth w/o SAF,Train,23
Oct-19,Day Pass Child/Youth w/o SAF,Train,258
Mar-17,Adult,Train,25670277
May-22,School Student,Train,1012990
Jan-23,Adult,Train,9018713
Oct-20,Day Pass Child/Youth w/o SAF,Train,11
Nov-21,Day Pass Child/Youth w/o SAF,Train,11
Dec-21,Day Pass Child/Youth w/o SAF,Train,14
Aug-21,Day Pass Child/Youth w/o SAF,Train,1
Jun-19,Sgl Trip Rail Child/Youth,Metro,7851
Aug-19,Child/Youth,Metro,85909.3975
Aug-19,School Student,Metro,93320.3306
Sep-19,School Student,Metro,88990
Oct-19,Senior/Pensioner,Metro,139063.8281
Jan-20,Child/Youth,Metro,173317
Mar-20,CTP,Metro,161357
Mar-20,Adult,Metro,870038
Jun-20,Adult,Metro,444552
Oct-20,Senior/Pensioner,Metro,68481
Nov-20,Child/Youth,Metro,66747
Jan-21,Child/Youth,Metro,105764
Jan-21,Concession,Metro,67660
Jun-21,Employee,Metro,6129
Jun-21,Senior/Pensioner,Metro,89799
Oct-21,Employee,Metro,3504
Oct-21,Child/Youth,Metro,36456
Dec-21,CTP,Metro,244548
Feb-22,Sgl Trip Rail Adult,Metro,2142
Apr-22,Sgl Trip Rail Child/Youth,Metro,3682
Jun-22,Senior/Pensioner,Metro,114975
Aug-22,School Student,Metro,148403
Sep-22,Sgl Trip Rail Adult,Metro,3587
Nov-22,School Student,Metro,112233
Dec-22,Free Travel,Metro,1212
Dec-22,Adult,Metro,674886
Dec-22,Employee,Metro,9087
Feb-23,Sgl Trip Rail Child/Youth,Metro,4013
Apr-23,Sgl Trip Rail Child/Youth,Metro,6337
Jun-23,Sgl Trip Rail Child/Youth,Metro,5699
